AUSTRALIA - AUSTRALIAN DOLLAR/US$,EURO AREA - EURO/US$,NEW ZEALA - NEW ZELA DOLLAR/US$,UNITED KINGDOM - UNITED KINGDOM POU/US$,BRAZIL - REAL/US$,CANADA - CANADIAN DOLLAR/US$,CHINA - YUAN/US$,HONG KONG - HONG KONG DOLLAR/US$,IIA - IIAN RUPEE/US$,KOREA - WON/US$,MEXICO - MEXICAN PESO/US$,SOUTH AFRICA - RA/US$,SINGAPORE - SINGAPORE DOLLAR/US$,DENMARK - DANISH KRONE/US$,JAPAN - YEN/US$,MALAYSIA - RINGGIT/US$,NORWAY - NORWEGIAN KRONE/US$,SWEDEN - KRONA/US$,SRI LANKA - SRI LANKAN RUPEE/US$,SWITZERLA - FRANC/US$,TAIWAN - NEW TAIWAN DOLLAR/US$,THAILA - BAHT/US$
1.832,1.226,2.1322,0.6551,3.885,1.5716,8.2768,7.8,48.59,1195,9.7875,1.75,1.75,7.596,118.84,3.8,7.515,9.45,96.3,1.527,33.9,41.96
1.8369,1.28,2.151,0.6538,3.8,1.5586,8.2766,7.8,48.56,1192,9.7885,1.88,1.7487,7.5825,118.54,3.8,7.544,9.347,96.35,1.4999,34,42.8
1.8525,1.312,2.1556,0.6582,3.173,1.5566,8.2766,7.8,48.55,1193.7,9.83,1.9,1.759,7.659,119.85,3.8,7.647,9.498,96.35,1.5188,34.2,42.3
1.846,1.282,2.145,0.6572,3.95,1.5563,8.2767,7.8,48.55,122.5,9.842,1.856,1.7556,7.6375,119.53,3.8,7.626,9.457,96.33,1.5128,34.12,42.3
1.8376,1.276,2.14,0.6563,3.76,1.5575,8.2766,7.8,48.55,125.3,9.825,1.79,1.7574,7.632,119.54,3.8,7.59,9.385,96.36,1.5125,34.24,42.4
1.87,1.19,2.1195,0.6534,3.72,1.5523,8.2767,7.85,48.53,1199.8,9.8495,1.554,1.7482,7.567,118.31,3.8,7.526,9.2875,96.33,1.4969,34.24,42.21
1.8149,1.183,2.1322,0.659,3.13,1.5599,8.2768,7.81,48.6,12,9.9,1.565,1.7479,7.56,118.31,3.8,7.52,9.37,96.29,1.4968,34.22,42.23
1.8126,1.174,2.1358,0.6458,3.11,1.5598,8.2767,7.8,48.54,125,9.9165,1.653,1.753,7.554,118.34,3.8,7.516,9.328,96.25,1.4941,34.18,42.25
1.8198,1.198,2.1372,0.6462,3.3,1.5585,8.2768,7.8,48.52,121.9,9.9185,1.561,1.75,7.5725,118.76,3.8,7.5366,9.4,96.35,1.57,34.24,42.25
1.8298,1.41,2.1436,0.64,3.12,1.5545,8.277,7.8,48.5,12.5,9.982,1.7425,1.746,7.457,117.12,3.8,7.476,9.369,96.25,1.473,34.33,42.2
1.8372,1.78,2.1482,0.6393,3.134,1.5663,8.2771,7.8,48.48,1195.1,1.15,1.68,1.75,7.485,118.1,3.8,7.463,9.35,96.2,1.4751,34.24,42.22
1.8454,1.9,2.1441,0.6386,3.1425,1.5672,8.2772,7.8,48.5,1191.2,1.5,1.58,1.748,7.4945,118.34,3.8,7.45,9.346,96.11,1.4733,34.12,42.1542
1.8292,1.16,2.1268,0.6411,3.175,1.5637,8.277,7.8,48.57,1196.6,9.9685,1.495,1.749,7.545,118.48,3.8,7.486,9.3696,96.1,1.4825,34.12,42.3
1.8292,1.186,2.1313,0.6416,3.1225,1.5662,8.277,7.8,48.52,1196.8,9.965,1.515,1.755,7.5675,118.85,3.8,7.525,9.3725,96.1,1.4848,34.24,42.46
1.8288,1.254,2.1277,0.6433,3.151,1.5737,8.277,7.8,48.52,1194.1,9.97,1.648,1.7576,7.6228,119.78,3.8,7.5823,9.4255,96.1,1.496,34.3,42.52
1.8262,1.284,2.1263,0.6455,3.11,1.577,8.277,7.8,48.48,121,9.9635,1.59,1.7597,7.638,12.64,3.8,7.598,9.416,96.1,1.567,34.38,42.52
1.8123,1.245,2.197,0.6431,3.111,1.5848,8.2768,7.7997,48.48,121,9.965,1.48,1.7625,7.655,12.68,3.8,7.531,9.419,96.15,1.542,34.41,42.49
1.8169,1.264,2.197,0.6416,3.145,1.5858,8.2768,7.8,48.47,123.7,9.963,1.54,1.771,7.6225,121.5,3.8,7.5425,9.452,96.18,1.52,34.41,42.81
1.8225,1.285,2.1231,0.6477,3.19,1.583,8.2768,7.7996,48.43,122,9.9685,1.73,1.7815,7.64,122.17,3.8,7.549,9.364,96.15,1.51,34.75,43.35
1.8268,1.325,2.1299,0.6518,3.2245,1.5791,8.2769,7.7996,48.45,1218.6,9.955,1.58,1.779,7.672,122.64,3.8,7.579,9.413,96.15,1.522,34.78,43.3
1.8232,1.216,2.1259,0.6441,3.345,1.5835,8.277,7.7999,48.43,1213,1.1,1.6,1.7724,7.5885,121.49,3.8,7.555,9.33,96.16,1.4982,34.69,42.94
1.8149,1.186,2.161,0.6433,3.411,1.5727,8.277,7.7998,48.44,121,1.75,1.5487,1.7712,7.571,121.48,3.8,7.4595,9.243,96.23,1.492,34.61,43
1.832,1.164,2.1245,0.6428,3.435,1.573,8.2769,7.8,48.46,121,1.254,1.59,1.7783,7.552,123.16,3.8,7.488,9.193,96.23,1.488,34.77,43.34
1.8359,1.181,2.129,0.6421,3.569,1.5845,8.2771,7.7999,48.44,122.3,1.35,1.68,1.782,7.565,123.93,3.8,7.477,9.243,96.25,1.491,34.78,43.44
1.8365,1.188,2.124,0.6425,3.61,1.5856,8.2771,7.7997,48.42,1232,1.225,1.69,1.788,7.566,123.38,3.8,7.451,9.268,96.23,1.4918,34.81,43.43
1.8365,1.27,2.1268,0.64,3.71,1.5812,8.2769,7.8,48.43,1235,1.255,1.59,1.7838,7.579,122.72,3.8,7.475,9.353,96.3,1.4933,34.9,43.45
1.8372,1.251,2.1263,0.6425,3.77,1.5769,8.2772,7.7998,48.43,1228.6,1.149,1.57,1.7845,7.611,122.59,3.8,7.51,9.371,96.35,1.529,34.98,43.452
1.8382,1.233,2.1249,0.6432,3.835,1.5777,8.2773,7.7997,48.4,1227.9,1.165,1.55,1.779,7.62,122.86,3.8,7.5,9.34,96.4,1.58,34.92,43.47
1.842,1.122,2.1286,0.6369,3.83,1.5863,8.2774,7.7998,48.4,1227.7,1.212,1.535,1.778,7.52,121.74,3.8,7.41,9.274,96.4,1.4758,34.92,43.29
1.8443,1.143,2.1231,0.6366,3.692,1.5863,8.2774,7.7995,48.39,1227.5,1.162,1.42,1.7887,7.5345,122.73,3.8,7.425,9.219,96.4,1.4793,34.91,43.48
1.8376,1.161,2.184,0.6388,3.581,1.5855,8.2774,7.7997,48.39,123.4,1.11,1.4275,1.7867,7.545,123.21,3.8,7.428,9.221,96.4,1.4836,34.97,43.53
1.8298,1.131,2.934,0.6368,3.665,1.593,8.2774,7.7999,48.38,123.4,1.131,1.395,1.7848,7.524,123.4,3.8,7.41,9.198,96.4,1.4794,34.99,43.57
1.8312,1.182,2.93,0.6373,3.635,1.5943,8.2774,7.7998,48.38,1232.4,1.186,1.433,1.7827,7.564,123.2,3.8,7.428,9.258,96.45,1.4893,34.99,43.53
1.8192,1.187,2.644,0.6393,3.679,1.5922,8.2774,7.7998,48.35,124.7,1.216,1.524,1.7922,7.566,124.44,3.8,7.4235,9.275,96.4,1.49,35.6,43.87
1.8282,1.28,2.747,0.6423,3.726,1.5935,8.2774,7.8,48.39,1254,1.163,1.53,1.7885,7.582,124.26,3.8,7.418,9.353,96.4,1.4959,35.12,43.76
1.8232,1.134,2.794,0.6412,3.8495,1.5933,8.2772,7.7998,48.34,1246.5,1.2,1.48,1.786,7.5225,123.55,3.8,7.46,9.29,96.4,1.4837,35.11,43.68
1.8272,1.141,2.855,0.64,3.945,1.5916,8.2771,7.7998,48.38,1257.8,1.222,1.43,1.794,7.5375,123.64,3.8,7.3895,9.2775,96.4,1.4841,35.11,43.82
1.8232,1.148,2.83,0.648,3.93,1.5888,8.277,7.8,48.36,126.3,1.158,1.4475,1.7935,7.5395,124.4,3.8,7.393,9.246,96.4,1.486,35.16,43.89
1.8292,1.194,2.855,0.6434,3.855,1.5857,8.2768,7.8,48.36,126,1.675,1.445,1.835,7.575,124.66,3.8,7.437,9.241,96.4,1.4958,35.15,44.19
1.8225,1.179,2.799,0.6434,3.88,1.584,8.2768,7.7994,48.41,1246.9,1.7,1.412,1.789,7.564,124.3,3.8,7.467,9.242,96.4,1.4924,34.96,43.83
1.8182,1.29,2.781,0.6441,3.88,1.5725,8.2768,7.7993,48.42,1249,1,1.3,1.785,7.645,124.8,3.8,7.645,9.3825,96.4,1.5119,34.85,43.68
1.8188,1.31,2.786,0.6468,3.88,1.5723,8.2768,7.7991,48.44,1244,9.99,1.38,1.7913,7.654,125.52,3.8,7.6275,9.384,96.4,1.514,34.91,43.8
1.883,1.275,2.674,0.6486,3.913,1.5682,8.2769,7.799,48.38,124,9.947,1.22,1.7834,7.637,124.71,3.8,7.593,9.335,96.4,1.511,34.9,43.6
1.893,1.223,2.631,0.6467,3.931,1.568,8.2771,7.7991,48.39,125,9.9785,1.18,1.7829,7.5955,125.9,3.8,7.585,9.3445,96.4,1.515,34.92,43.65
1.896,1.233,2.657,0.6452,3.91,1.5685,8.277,7.7992,48.35,1231.9,1.17,1.217,1.7797,7.63,124.17,3.8,7.566,9.385,96.4,1.54,34.86,43.63
1.818,1.265,2.589,0.6461,3.857,1.561,8.2771,7.7991,48.42,1231.9,9.947,1.13,1.784,7.627,124.77,3.8,7.575,9.37,96.4,1.562,34.8,43.58
1.834,1.239,2.542,0.6438,3.786,1.5676,8.2773,7.7992,48.41,1231.6,9.975,1.12,1.775,7.611,124.14,3.8,7.541,9.345,96.4,1.514,34.8,43.44
1.795,1.16,2.437,0.649,3.751,1.567,8.2774,7.799,48.45,1233.5,1.14,1.575,1.7766,7.551,123.64,3.8,7.535,9.242,96.4,1.4882,34.89,43.43
1.7982,1.151,2.66,0.6416,3.835,1.5632,8.2773,7.7997,48.41,1227.4,1.15,1.8,1.7675,7.549,122.55,3.8,7.51,9.255,96.4,1.487,34.82,43.31
1.89,1.168,2.725,0.6423,3.73,1.5677,8.2772,7.7995,48.35,1234,1.216,1.1,1.772,7.5585,122.91,3.8,7.525,9.218,96.4,1.4893,34.8,43.47
1.825,1.12,2.593,0.6398,3.624,1.561,8.2771,7.7995,48.39,1224,1.15,1,1.7672,7.526,122.78,3.8,7.4555,9.1885,96.4,1.485,34.75,43.35
1.7873,1.29,2.325,0.6395,3.595,1.558,8.2772,7.7998,48.36,1225.8,1.2,9.981,1.763,7.45,122.16,3.8,7.385,9.13,96.4,1.4673,34.75,43.32
1.7825,1.47,2.137,0.6433,3.524,1.5562,8.2774,7.7993,48.36,1223,1.198,9.92,1.7635,7.468,122.46,3.8,7.399,9.165,96.4,1.47,34.65,43.27
1.789,1.6,2.153,0.64,3.553,1.5563,8.2771,7.7992,48.35,123,1.212,9.93,1.7581,7.439,121.84,3.8,7.369,9.146,96.4,1.4635,34.58,43.24
1.789,1.26,2.198,0.6414,3.612,1.5586,8.2771,7.7993,48.36,1229,1.17,9.91,1.7673,7.446,122.22,3.8,7.387,9.137,96.45,1.4663,34.64,43.29
1.7668,0.999,2.28,0.6331,3.626,1.5528,8.2771,7.7993,48.34,1212.2,1.25,9.79,1.764,7.3635,121.26,3.8,7.271,9.515,96.45,1.456,34.55,43.23
1.7674,0.9863,2.8,0.6283,3.525,1.5644,8.2771,7.7995,48.29,122,1.32,9.79,1.759,7.3313,119.72,3.8,7.2219,8.978,96.45,1.4434,34.46,43.2
1.7825,0.9896,2.222,0.6298,3.593,1.5739,8.2771,7.7997,48.3,12.5,1.342,9.82,1.764,7.353,119.57,3.8,7.245,8.988,96.45,1.4465,34.52,43.18
1.7864,0.994,2.178,0.639,3.651,1.5765,8.2771,7.7994,48.3,1197.2,1.266,9.827,1.7663,7.383,12.28,3.8,7.288,9.15,96.45,1.4577,34.57,43.36
1.7775,0.9966,2.2,0.6334,3.75,1.5748,8.2771,7.7997,48.29,126.7,1.214,9.71,1.7618,7.43,12.45,3.8,7.294,9.53,96.45,1.4615,34.69,43.45
1.7768,0.9919,2.8,0.6333,3.69,1.5815,8.2771,7.7997,48.23,123.3,1.25,9.65,1.763,7.364,12.37,3.8,7.25,9.1,96.45,1.4542,34.66,43.5
1.7746,0.9918,2.11,0.6333,3.5635,1.593,8.2771,7.8,48.23,1212,1.1725,9.589,1.7648,7.366,121.15,3.8,7.25,8.989,96.45,1.4555,34.71,43.4
1.7912,0.9894,2.153,0.6297,3.572,1.5853,8.2771,7.7995,48.23,123.5,1.1715,9.59,1.7675,7.354,121.65,3.8,7.29,8.997,96.45,1.4527,34.73,43.36
1.7873,0.9976,2.15,0.6349,3.513,1.584,8.2771,7.7996,48.25,1211.5,1.145,9.68,1.7697,7.4125,122.52,3.8,7.31,9.5,96.45,1.4649,34.82,43.49
1.7787,1.16,1.9881,0.6348,3.542,1.5783,8.2771,7.7995,48.21,1218,1.92,9.63,1.775,7.439,122.92,3.8,7.3195,9.18,96.45,1.4714,34.75,43.45
1.7737,1.34,1.99,0.6338,3.5758,1.584,8.2774,7.799,48.22,126.9,1.124,9.475,1.77,7.451,122.84,3.8,7.326,9.395,96.45,1.4768,34.71,43.39
1.7889,1.63,2.28,0.6383,3.554,1.5735,8.2774,7.799,48.23,1215,1.1145,9.275,1.7735,7.477,122.32,3.8,7.358,9.97,96.45,1.4839,34.75,43.43
1.7867,1.88,2.22,0.6458,3.61,1.572,8.2771,7.7987,48.24,121.1,1.159,9.25,1.7643,7.525,121.89,3.8,7.3425,9.1365,96.45,1.4878,34.72,43.42
1.7976,1.16,2.35,0.6477,3.59,1.575,8.2772,7.799,48.27,1197.4,1.154,9.27,1.764,7.55,122.21,3.8,7.358,9.169,96.3,1.4895,34.77,43.39
1.7854,1.68,2.8,0.643,3.671,1.5658,8.2773,7.7988,48.36,1198.7,1.154,9.28,1.7672,7.4748,122.72,3.8,7.334,9.76,96.3,1.486,34.76,43.51
1.7886,1.74,2.11,0.6429,3.6225,1.5595,8.2773,7.7988,48.32,122,1.125,9.2425,1.7723,7.4795,124.61,3.8,7.314,9.745,96.3,1.4845,34.79,43.73
1.7892,1.32,2.56,0.6375,3.676,1.5573,8.2772,7.7987,48.28,1217.6,1.152,9.27,1.7715,7.453,124.42,3.8,7.32,9.64,96.65,1.4767,34.84,43.65
1.7844,1.1,1.9972,0.6377,3.716,1.5579,8.2773,7.799,48.23,1216.5,1.2225,9.1525,1.771,7.43,124.84,3.8,7.27,9.75,96.65,1.4729,34.83,43.72
1.7813,1.11,1.9928,0.6366,3.753,1.5612,8.2771,7.799,48.27,1221,1.263,9.125,1.776,7.433,124.99,3.8,7.29,9.7,96.75,1.4731,34.89,43.8
1.7848,0.992,1.994,0.6357,3.718,1.566,8.2773,7.7985,48.24,1221,1.268,9.2,1.7672,7.367,123.69,3.8,7.222,9.9,96.75,1.462,34.85,43.6
1.7762,0.9913,1.9857,0.6335,3.795,1.5615,8.2776,7.7989,48.24,129,1.175,9.12,1.7653,7.3625,123.36,3.8,7.2515,9.12,96.75,1.4595,34.76,43.39
1.7873,0.9928,1.9869,0.637,3.786,1.5612,8.2771,7.799,48.24,1213,1.172,8.98,1.7663,7.374,123.66,3.8,7.276,9.3,96.7,1.4628,34.8,43.41
1.7835,0.9918,1.9912,0.6352,3.783,1.5562,8.2773,7.799,48.18,128,1.18,8.87,1.763,7.365,123.46,3.8,7.2945,9.21,96.7,1.4621,34.8,43.4
1.7696,0.9815,1.9627,0.6329,3.779,1.555,8.2773,7.799,48.22,128,1.225,8.915,1.76,7.2885,122.75,3.8,7.225,8.9445,96.7,1.449,34.79,43.37
1.7712,0.9779,1.947,0.6291,3.72,1.563,8.2771,7.7989,48.2,125,1.19,8.7375,1.748,7.2635,12.71,3.8,7.169,8.943,96.7,1.4421,34.79,43.27
1.7668,0.9794,1.9474,0.6287,3.598,1.5627,8.2773,7.799,48.18,123.4,1.195,8.74,1.749,7.275,121.28,3.8,7.14,8.92,96.75,1.4448,34.75,43.19
1.7668,0.974,1.9327,0.6264,3.58,1.551,8.2776,7.7986,48.16,124,1.275,9.11,1.748,7.2345,121.27,3.8,7.1175,8.8695,96.75,1.4323,34.74,43.1
1.7699,0.9752,1.9444,0.625,3.5325,1.5538,8.2774,7.798,48.15,122,1.24,8.95,1.7457,7.246,121.12,3.8,7.125,8.868,96.75,1.4296,34.8,43.6
1.7699,0.9788,1.9361,0.6255,3.465,1.5478,8.28,7.798,48.11,122,1.192,9,1.745,7.264,12.86,3.8,7.127,8.916,96.75,1.431,34.84,43
1.78,0.9739,1.9417,0.6244,3.439,1.5525,8.28,7.7985,48.3,125,1.195,8.925,1.7442,7.2335,12.52,3.8,7.98,8.865,96.75,1.425,34.8,43.1
1.7816,0.9788,1.941,0.631,3.51,1.558,8.2775,7.7986,48.3,121,1.19,8.84,1.748,7.264,12.77,3.8,7.125,8.93,96.75,1.425,34.77,43.5
1.7762,0.974,1.9354,0.6266,3.51,1.5482,8.2776,7.799,48.4,12.9,1.25,8.88,1.738,7.21,12.27,3.8,7.54,8.864,96.75,1.497,34.8,42.92
1.7771,0.9654,1.9327,0.6259,3.541,1.5532,8.2773,7.7989,48.5,12,1.254,8.86,1.739,7.173,12.12,3.8,7.12,8.811,96.7,1.439,34.82,43.1
1.7832,0.965,1.9298,0.6241,3.554,1.5683,8.2773,7.799,48.1,1198,1.323,8.7325,1.7355,7.135,119.92,3.8,7.3,8.813,96.7,1.3954,34.83,43.32
1.7743,0.956,1.929,0.6233,3.545,1.5792,8.2773,7.7992,47.96,1197.2,1.3725,8.67,1.7352,7.1,118.38,3.8,6.961,8.76,96.75,1.3922,34.79,43.3
1.7778,0.9537,1.988,0.6213,3.54,1.58,8.28,7.7988,48,1186.3,1.425,8.585,1.7352,7.85,118.75,3.8,6.9375,8.695,96.75,1.3833,34.7,43.2
1.7765,0.9652,1.915,0.626,3.5425,1.575,8.28,7.7988,48.5,119,1.354,8.54,1.7448,7.1684,119.86,3.8,7.2,8.792,96.75,1.415,34.74,43.17
1.7683,0.9599,1.962,0.6232,3.436,1.5665,8.2768,7.799,48.3,1197.3,1.375,8.44,1.744,7.128,119.85,3.8,6.956,8.717,96.75,1.3975,34.76,43
1.7355,0.9552,1.8758,0.6219,3.339,1.5598,8.28,7.7993,48.1,1189,1.414,8.52,1.7372,7.94,119.6,3.8,6.917,8.677,96.75,1.3928,34.6,42.8
1.7382,0.9598,1.8825,0.6229,3.313,1.559,8.2767,7.7999,48,1185,1.321,8.6224,1.743,7.126,12.18,3.8,6.932,8.695,96.85,1.3983,34.55,42.85
1.7394,0.9572,1.8864,0.6225,3.295,1.5613,8.2766,7.7997,48,1186,1.368,8.62,1.739,7.1135,119.35,3.8,6.9235,8.694,96.85,1.3963,34.59,42.72
1.7346,0.9554,1.8847,0.6236,3.39,1.5541,8.2766,7.7993,47.96,1182,1.415,8.57,1.749,7.15,119.57,3.8,6.916,8.713,96.8,1.3943,34.51,42.76
1.7182,0.9492,1.866,0.6219,3.294,1.552,8.2767,7.7993,48,1181,1.468,8.53,1.7385,7.47,119.44,3.8,6.876,8.678,96.75,1.386,34.54,42.8
1.7144,0.9492,1.858,0.6238,3.37,1.5423,8.2768,7.799,47.96,1177,1.54,8.665,1.7375,7.535,119.3,3.8,6.952,8.6985,96.8,1.3868,34.51,42.79
1.7147,0.946,1.858,0.6223,3.265,1.5396,8.28,7.7991,47.95,1176,1.534,8.84,1.7328,7.295,117.96,3.8,6.9375,8.672,96.8,1.384,34.48,42.6
1.71,0.9455,1.8587,0.6239,3.32,1.5353,8.277,7.799,47.97,1175,1.493,8.7537,1.7342,7.26,117.91,3.8,6.894,8.67,96.8,1.3829,34.44,42.7
1.736,0.9462,1.8413,0.6222,3.289,1.5366,8.2771,7.799,47.96,1171,1.51,8.87,1.7333,7.27,118.2,3.8,6.872,8.676,96.8,1.3828,34.4,42.69
1.6923,0.9381,1.8146,0.6183,3.373,1.5355,8.2771,7.7992,47.96,1173.5,1.582,8.88,1.733,6.9715,117.88,3.8,6.829,8.6245,96.8,1.3678,34.42,42.74
1.744,0.9366,1.8392,0.622,3.461,1.5332,8.2771,7.7995,47.97,1178,1.6825,9.45,1.7355,6.963,118.57,3.8,6.951,8.656,96.8,1.3687,34.63,42.83
1.759,0.9321,1.8392,0.6187,3.512,1.5324,8.2771,7.7994,47.93,1176.9,1.8525,8.98,1.733,6.935,118.15,3.8,6.894,8.623,96.8,1.3629,34.59,42.75
1.6926,0.9288,1.8258,0.616,3.535,1.524,8.2771,7.7994,47.92,1166.1,1.779,8.735,1.738,6.97,117.83,3.8,6.9345,8.6,96.8,1.358,34.61,42.72
1.6886,0.9238,1.8175,0.6127,3.616,1.522,8.2768,7.7996,47.9,1166.1,1.8375,8.74,1.731,6.87,117.8,3.8,6.8725,8.525,96.82,1.3528,34.55,42.69
1.6961,0.9227,1.828,0.6116,3.659,1.5246,8.2768,7.8,48.1,1164.6,1.8975,8.75,1.731,6.8625,118.64,3.8,6.8975,8.525,96.84,1.3554,34.51,42.7
1.6987,0.9231,1.8275,0.698,3.638,1.5359,8.2767,7.7996,47.92,1173,1.898,8.765,1.733,6.865,118.67,3.8,6.899,8.533,96.82,1.356,34.7,42.68
1.6926,0.927,1.828,0.676,3.617,1.5235,8.2768,7.8,47.83,1168,1.978,8.581,1.738,6.845,118.13,3.8,6.8725,8.475,96.9,1.3512,34.61,42.7
1.73,0.928,1.8352,0.667,3.563,1.531,8.28,7.8,47.85,1165,1.8675,8.645,1.739,6.9,119.22,3.8,6.895,8.515,96.85,1.3629,34.65,42.78
1.765,0.9312,1.8382,0.68,3.513,1.5286,8.2768,7.81,47.83,1165,1.92,8.5,1.7396,6.9255,119.96,3.8,6.966,8.614,96.95,1.3683,34.61,42.77
1.7114,0.9293,1.8386,0.696,3.535,1.527,8.2768,7.8,47.8,1184,1.896,8.5521,1.7423,6.91,12.47,3.8,6.96,8.565,96.85,1.3631,34.61,42.82
1.6932,0.9195,1.8232,0.668,3.558,1.5146,8.28,7.8,47.82,1177,1.992,8.34,1.7378,6.8345,119.75,3.8,6.913,8.493,96.85,1.3493,34.74,42.7
1.6943,0.9223,1.8225,0.677,3.574,1.5195,8.28,7.7997,47.77,1174.3,1.865,8.39,1.7425,6.865,119.78,3.8,6.965,8.535,96.88,1.354,34.74,42.77
1.692,0.9235,1.8235,0.6115,3.66,1.5213,8.28,7.7998,47.8,1173,1.8675,8.35,1.74,6.865,119.93,3.8,6.921,8.475,96.86,1.3541,34.68,42.79
1.6941,0.9258,1.8258,0.6141,3.586,1.5215,8.28,7.7996,47.72,1184.5,1.898,8.425,1.7473,6.882,12.4,3.8,6.931,8.49,96.88,1.3584,34.71,42.92
1.6966,0.9311,1.8222,0.6144,3.65,1.5315,8.2773,7.7998,47.69,1196.6,1.986,8.571,1.758,6.93,121.25,3.8,6.9475,8.545,96.9,1.366,34.78,43.18
1.6969,0.935,1.8218,0.6176,3.581,1.533,8.2775,7.7995,47.7,126,1.955,8.385,1.7538,6.917,121.19,3.8,6.95,8.512,96.89,1.3653,34.71,43.9
1.6949,0.9332,1.828,0.619,3.595,1.529,8.2778,7.7997,47.89,1199.4,1.978,8.365,1.7582,6.9375,121.3,3.8,6.973,8.5245,96.89,1.37,34.71,43.2
1.6779,0.923,1.86,0.6169,3.64,1.5199,8.2773,7.8,47.87,123.5,1.97,8.358,1.754,6.8625,12.49,3.8,6.96,8.41,96.85,1.3559,34.71,43.3
1.6889,0.926,1.8126,0.629,3.664,1.5191,8.2773,7.7995,47.92,1196.5,1.887,8.315,1.7538,6.882,12.41,3.8,6.971,8.443,96.87,1.3618,34.819,43.12
1.6915,0.9339,1.8159,0.6281,3.5975,1.515,8.2772,7.7998,47.75,1199,1.774,8.415,1.759,6.936,118.93,3.8,7.22,8.524,96.88,1.3745,34.71,43.5
1.6827,0.938,1.81,0.6267,3.61,1.514,8.2775,7.7997,47.7,1193,1.8385,8.32,1.756,6.917,118.65,3.8,7.7,8.477,96.89,1.3697,34.71,43.35
1.678,0.9241,1.7931,0.6279,3.626,1.547,8.2776,7.7995,47.65,1191.4,1.9225,8.12,1.7435,6.8595,118.18,3.8,6.9265,8.411,96.88,1.356,34.78,42.88
1.6745,0.927,1.7915,0.634,3.613,1.552,8.2776,7.7991,47.65,1194,1.9825,8.85,1.7445,6.895,118.78,3.8,7,8.46,96.87,1.3618,34.75,42.9
1.651,0.9274,1.7687,0.635,3.597,1.4944,8.2777,7.7992,47.74,1187.1,1.984,8.1438,1.739,6.889,117.78,3.8,7.415,8.465,96.87,1.3592,34.76,42.81
1.6521,0.9275,1.7677,0.6358,3.68,1.4928,8.2778,7.7989,47.74,1192,11.64,8.1,1.7325,6.889,117.14,3.8,7.77,8.453,96.9,1.3538,34.72,42.69
1.6461,0.9262,1.7693,0.6327,3.5885,1.4939,8.2774,7.799,47.67,1186,11.38,8.8,1.7355,6.881,117.19,3.8,7.83,8.421,96.88,1.355,34.78,42.75
1.6518,0.9291,1.7794,0.633,3.566,1.4954,8.2775,7.7991,47.66,1186,11.225,8.2,1.7361,6.93,117.58,3.8,7.198,8.482,96.9,1.3598,34.75,42.68
1.6461,0.9277,1.7921,0.6354,3.565,1.488,8.2775,7.7991,47.66,1193.7,11.285,8.955,1.7374,6.8925,118.22,3.8,7.168,8.55,96.92,1.3557,34.78,42.8
1.6297,0.9229,1.7825,0.6347,3.57,1.4853,8.2775,7.7987,47.7,1184.6,1.994,8.5,1.7365,6.8565,117.93,3.8,7.1665,8.497,96.95,1.3468,34.78,42.7
1.6295,0.9189,1.7819,0.6321,3.57,1.4775,8.2774,7.7992,47.85,1197,11.128,8.2,1.7365,6.826,117.96,3.8,7.143,8.425,96.91,1.34,34.66,42.69
1.6231,0.9118,1.775,0.6249,3.57,1.4727,8.2775,7.7992,47.8,1199.2,11.2,7.92,1.7325,6.772,117.32,3.8,7.59,8.378,96.89,1.3299,34.62,42.52
1.6281,0.993,1.7683,0.6231,3.53,1.4714,8.2776,7.799,47.63,1218,11.235,8.4,1.7369,6.755,117.22,3.8,7.1425,8.365,96.94,1.3314,34.67,42.62
1.6295,0.979,1.7819,0.6242,3.51,1.4665,8.2774,7.7988,47.8,1219,11.11,7.945,1.7355,6.743,116.47,3.8,7.2155,8.373,96.95,1.3338,34.6,42.5
1.6242,0.94,1.7813,0.6247,3.525,1.4659,8.2772,7.7991,47.7,1243,11.166,7.925,1.7348,6.714,116.55,3.8,7.185,8.367,96.96,1.3247,34.58,42.45
1.6556,0.968,1.873,0.6235,3.489,1.4725,8.277,7.7991,47.64,1225.8,11.5,7.9375,1.7389,6.737,117.7,3.8,7.177,8.449,96.95,1.3316,34.62,42.46
1.6781,0.972,1.8169,0.62,3.48,1.4728,8.2771,7.7991,47.65,1245,1.95,8.1,1.7468,6.737,117.18,3.8,7.125,8.431,96.96,1.3315,34.72,42.73
1.6832,0.92,1.8292,0.6228,3.4225,1.4855,8.2771,7.799,47.66,1241,1.8385,8.155,1.752,6.834,118.31,3.8,7.19,8.5,96.9,1.349,34.74,42.8
1.6762,0.9324,1.8146,0.6321,3.388,1.4822,8.2772,7.7992,47.66,1241.5,1.838,8.2288,1.7592,6.929,118.59,3.8,7.253,8.577,96.95,1.369,34.71,42.79
1.6886,0.9429,1.8228,0.6377,3.45,1.4835,8.2772,7.7993,47.68,1249.8,1.865,8.2575,1.7658,6.995,118.45,3.8,7.3545,8.668,96.94,1.3845,34.74,42.79
1.6872,0.9413,1.8248,0.64,3.445,1.4788,8.2772,7.7989,47.68,1254.8,1.795,8.21,1.767,6.993,118.9,3.8,7.457,8.699,96.94,1.3843,34.71,42.92
